answerId,attemptId,confidence,date,datetime,group,isCorrect,isDeleted,isLive,linkedId,questionId,rating,scope,sessionId,typeId,userId
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:30.5669,perception,true,false,false,confidence2,confidence1,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,confidenceSlider,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:33.7999,"",false,false,false,6311e958d77eec3905ae76d1,6311e958d77eec3905ae76d1,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:36.7720,"",false,false,false,6311eac7d77eec3905ae76d9,6311eac7d77eec3905ae76d9,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:39.7590,"",true,false,false,6311eb2dd77eec3905ae76df,6311eb2dd77eec3905ae76df,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:42.2190,"",false,false,false,6311eb68d77eec3905ae76e5,6311eb68d77eec3905ae76e5,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:44.5060,"",false,false,false,6311ebb6d77eec3905ae76eb,6311ebb6d77eec3905ae76eb,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:56.2760,"",false,false,false,631713ead77eec3905ae77b8,631713ead77eec3905ae77b8,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:53:59.7179,"",true,false,false,631713ead77eec3905ae77bc,631713ead77eec3905ae77bc,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:54:03.4800,"",false,false,false,631713ead77eec3905ae77c0,631713ead77eec3905ae77c0,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
1,g6iej,-1,2023-01-17T00:00:00.0000,2023-01-17T22:54:06.9890,"",false,false,false,631713ebd77eec3905ae77c4,631713ebd77eec3905ae77c4,-1,sj_family_products_dangerous_goods,fef78aa8a3ce714493d04e465300104e1602e1206afb0e558c7e253cfd69b748,mcq,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
