attemptId,browserAspectRatio,browserInnerHeight,browserInnerWidth,browserName,browserOrientation,browserOuterHeight,browserOuterWidth,browserVersion.0,browserVersion.1,browserVersion.2,browserVersion.3,browserVersion.4,connectionDownlink,connectionDownlinkMax,connectionEffectiveType,connectionRTT,connectionSaveData,connectionType,courseSize,date,datetime,engineName,engineVersion.0,engineVersion.1,engineVersion.2,engineVersion.3,engineVersion.4,htmlFontSize,isDeleted,isLive,operatingSystemName,operatingSystemVersion.0,operatingSystemVersion.1,operatingSystemVersion.2,operatingSystemVersion.3,operatingSystemVersion.4,platformModel,platformType,platformVendor,scope,screenAspectRatio,screenHeight,screenIsTouch,screenOrientation,screenWidth,sessionId,userId
w9kbr,0.4828125,927,1920,firefox,landscape,1056,1936,115,0,,,,0,50,slow-2g,2000,false,unknown,large,2023-08-03T00:00:00.0000,2023-08-03T15:54:00.8489,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,e71f0397122d4bf902516bf5b6cc000f6a73f84cc5f59b6df74d1500c580a3d2,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,115,0,,,,0,50,slow-2g,2000,false,unknown,large,2023-08-03T00:00:00.0000,2023-08-03T15:54:11.1949,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,e71f0397122d4bf902516bf5b6cc000f6a73f84cc5f59b6df74d1500c580a3d2,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.46484375,595,1280,firefox,landscape,695,1295,117,0,,,,1.95,2147483647,4g,0,false,unknown,large,2023-09-07T00:00:00.0000,2023-09-07T13:10:51.0260,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,720,false,landscape,1280,3e12c37939017e01ecd144b8e879a6c6ba2038db22e158de3f4fbead38625332,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
4x3lh,0.465198863636364,655,1408,firefox,landscape,772,1439,117,0,,,,1.975,2147483647,4g,0,false,unknown,large,2023-09-07T00:00:00.0000,2023-09-07T13:27:16.6010,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,792,false,landscape,1408,e8fea023274ba00eb534dde8b2898456544da21556d0c1a4916121bb85a3b3c5,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
4x3lh,0.497632575757576,1051,2112,firefox,landscape,1173,2151,117,0,,,,1.975,2147483647,4g,0,false,unknown,large,2023-09-08T00:00:00.0000,2023-09-08T10:03:08.2369,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1188,false,landscape,2112,e8fea023274ba00eb534dde8b2898456544da21556d0c1a4916121bb85a3b3c5,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
4x3lh,0.465198863636364,655,1408,firefox,landscape,772,1439,117,0,,,,1.975,2147483647,4g,0,false,unknown,large,2023-09-08T00:00:00.0000,2023-09-08T15:18:01.5469,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,792,false,landscape,1408,e8fea023274ba00eb534dde8b2898456544da21556d0c1a4916121bb85a3b3c5,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
4x3lh,0.563417890520694,422,749,firefox,landscape,529,770,117,0,,,,1.975,2147483647,4g,0,false,unknown,medium,2023-09-11T00:00:00.0000,2023-09-11T08:46:32.1329,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1188,false,landscape,2112,e8fea023274ba00eb534dde8b2898456544da21556d0c1a4916121bb85a3b3c5,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,117,0,,,,1.75,2147483647,4g,0,false,unknown,large,2023-09-12T00:00:00.0000,2023-09-12T12:23:24.4059,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,cf7c9d1d7e325af0ae1485fad6a8aa08a99bea5a81ee8090547bff083a7c8390,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.929577464788732,594,639,firefox,landscape,651,685,117,0,,,,1.75,2147483647,4g,0,false,unknown,large,2023-09-12T00:00:00.0000,2023-09-12T13:49:29.2149,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,720,false,landscape,1280,cf7c9d1d7e325af0ae1485fad6a8aa08a99bea5a81ee8090547bff083a7c8390,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.46484375,595,1280,firefox,landscape,695,1295,117,0,,,,1.75,2147483647,4g,0,false,unknown,large,2023-09-12T00:00:00.0000,2023-09-12T13:49:32.8900,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,720,false,landscape,1280,cf7c9d1d7e325af0ae1485fad6a8aa08a99bea5a81ee8090547bff083a7c8390,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,117,0,,,,0,50,slow-2g,2000,false,unknown,large,2023-09-13T00:00:00.0000,2023-09-13T09:14:54.6340,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5891efbe0bd3e4015b01f848af1f8166d2a3a2b6718555e06f1fc9e4b673e1e9,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
at4qz,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,2.875,2147483647,4g,0,false,unknown,large,2023-11-03T00:00:00.0000,2023-11-03T13:03:46.8599,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,daffaaf1fa81bede36e26b1c4eaaf55db3d205f12fc4f8b22150309b56c88719,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-03T00:00:00.0000,2023-11-03T13:04:31.7609,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.397201291711518,369,929,firefox,landscape,460,941,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T10:00:25.1319,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T10:33:48.7699,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.397201291711518,369,929,firefox,landscape,460,941,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T12:38:38.7969,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.52734375,675,1280,firefox,landscape,775,1295,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T12:38:40.9389,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T14:41:52.7320,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T14:41:54.7790,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.52734375,675,1280,firefox,landscape,775,1295,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-06T00:00:00.0000,2023-11-06T22:35:36.9609,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.55859375,715,1280,firefox,landscape,815,1295,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-07T00:00:00.0000,2023-11-07T09:29:20.1150,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,medium,2023-11-07T00:00:00.0000,2023-11-07T10:34:09.6389,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w59qg,0.497395833333333,955,1920,firefox,landscape,1056,1936,119,0,,,,0.4,700,3g,270,false,unknown,large,2023-11-07T00:00:00.0000,2023-11-07T10:34:11.6459,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,551beca9f44214bd7f227234f4e6120f391e9ae8dbeef50228c4ca03d2e8110c,3e63264e969211153630003042862a0011f6f959d3b01ca2f7155667b07734e0
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,120,0,,,,1.625,2147483647,4g,0,false,unknown,large,2023-11-22T00:00:00.0000,2023-11-22T15:26:44.5910,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,3aeb7c63ff072c2b62c60f8262ca9a752fb1b877a3ff396b33c46e935307eaf3,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.52734375,675,1280,firefox,landscape,775,1295,120,0,,,,1.625,2147483647,4g,0,false,unknown,small,2023-11-22T00:00:00.0000,2023-11-22T16:24:51.3029,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,3aeb7c63ff072c2b62c60f8262ca9a752fb1b877a3ff396b33c46e935307eaf3,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.52734375,675,1280,firefox,landscape,775,1295,120,0,,,,1.625,2147483647,4g,0,false,unknown,large,2023-11-22T00:00:00.0000,2023-11-22T16:24:54.2860,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,3aeb7c63ff072c2b62c60f8262ca9a752fb1b877a3ff396b33c46e935307eaf3,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,120,0,,,,1.625,2147483647,4g,0,false,unknown,small,2023-11-22T00:00:00.0000,2023-11-22T17:42:53.8680,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,3aeb7c63ff072c2b62c60f8262ca9a752fb1b877a3ff396b33c46e935307eaf3,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
w9kbr,0.497395833333333,955,1920,firefox,landscape,1056,1936,120,0,,,,1.625,2147483647,4g,0,false,unknown,large,2023-11-22T00:00:00.0000,2023-11-22T17:42:56.8389,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,3aeb7c63ff072c2b62c60f8262ca9a752fb1b877a3ff396b33c46e935307eaf3,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.497395833333333,955,1920,firefox,landscape,1056,1936,120,0,,,,0,50,slow-2g,2000,false,unknown,large,2023-12-01T00:00:00.0000,2023-12-01T12:23:21.5710,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,4c3a7e36420a3c92c0d507120783936c0000514617078d5f667df32a6c04f4a8,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.399479166666667,767,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T10:28:23.2999,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T10:28:26.3949,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.06328125,81,1280,firefox,landscape,815,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T12:07:24.2690,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,medium,2024-06-03T00:00:00.0000,2024-06-03T14:03:57.1630,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:04:01.1679,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.06328125,81,1280,firefox,landscape,815,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:05:51.8139,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:17:28.7539,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.03203125,41,1280,firefox,landscape,775,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:53:03.2799,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:54:42.3650,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.03203125,41,1280,firefox,landscape,775,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T14:54:57.0669,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T15:35:35.9660,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.06328125,81,1280,firefox,landscape,815,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:01:35.1189,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.1671875,321,1920,firefox,landscape,1056,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:17:55.3949,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.03203125,41,1280,firefox,landscape,775,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:57:08.5190,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.06328125,81,1280,firefox,landscape,815,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:57:12.0199,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.03203125,41,1280,firefox,landscape,775,1295,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:57:17.5269,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.625,800,false,landscape,1280,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
o6xgi,0.188020833333333,361,1920,firefox,landscape,1096,1936,126,0,,,,2.975,2147483647,4g,0,false,unknown,large,2024-06-03T00:00:00.0000,2024-06-03T16:57:38.4560,gecko,20100101,,,,,16px,false,false,windows,10,0,,,,"",desktop/laptop,,sj_family_products_dangerous_goods,0.5625,1080,false,landscape,1920,5b8b3fe88c8c5a0ca71c012c1f59728039017383522b3fd0a6fc597d7cc8f0bd,8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918
