"Audience Name","Audience ID","User ID",Status
"All Staff",7,1533,Active
"All Staff",7,1534,Active
"All Staff",7,1535,Active
"All Staff",7,1536,Active
"All Staff",7,1537,Active
"All Staff",7,1538,Active
"All Staff",7,1539,Active
"All Staff",7,1540,Active
"All Staff",7,1541,Active
"All Staff",7,1542,Active
"All Staff",7,1543,Active
"All Staff",7,1544,Active
"All Staff",7,1545,Active
"All Staff",7,1546,Active
"All Staff",7,1547,Active
"All Staff",7,1548,Active
"All Staff",7,1549,Active
"All Staff",7,1550,Active
"All Staff",7,1551,Active
"All Staff",7,1552,Active
"All Staff",7,1553,Active
"All Staff",7,1554,Active
"All Staff",7,1555,Active
"All Staff",7,1556,Active
"All Staff",7,1557,Active
"All Staff",7,1558,Active
"All Staff",7,1559,Active
"All Staff",7,1560,Active
"All Staff",7,1561,Active
"All Staff",7,1562,Active
"All Staff",7,1563,Active
"All Staff",7,1564,Active
"All Staff",7,1565,Active
"All Staff",7,1566,Active
"All Staff",7,1567,Active
"All Staff",7,1568,Active
"All Staff",7,1569,Active
"All Staff",7,1570,Active
"All Staff",7,1571,Active
"All Staff",7,1572,Active
"All Staff",7,1573,Active
"All Staff",7,1574,Active
"All Staff",7,1575,Active
"All Staff",7,1576,Active
"All Staff",7,1577,Active
"All Staff",7,1578,Active
"All Staff",7,1579,Active
"All Staff",7,1580,Active
"All Staff",7,1581,Active
"All Staff",7,1582,Active
"All Staff",7,1583,Active
"All Staff",7,1584,Active
"All Staff",7,1585,Active
"All Staff",7,1586,Active
"All Staff",7,1587,Active
"All Staff",7,1588,Active
"All Staff",7,1589,Active
"All Staff",7,1590,Active
"All Staff",7,1591,Active
"All Staff",7,1592,Active
"All Staff",7,1593,Active
"All Staff",7,1594,Active
"All Staff",7,1595,Active
"All Staff",7,1596,Active
"All Staff",7,1597,Active
"All Staff",7,1598,Active
"All Staff",7,1599,Active
"All Staff",7,1600,Active
"All Staff",7,1601,Active
"All Staff",7,1602,Active
"All Staff",7,1603,Active
"All Staff",7,1604,Active
"All Staff",7,1605,Active
"All Staff",7,1606,Active
"All Staff",7,1607,Active
"All Staff",7,1608,Active
"All Staff",7,1609,Active
"All Staff",7,1610,Active
"All Staff",7,1611,Active
"All Staff",7,1612,Active
"All Staff",7,1613,Active
"All Staff",7,1614,Active
"All Staff",7,1615,Active
"All Staff",7,1616,Active
"All Staff",7,1617,Active
"All Staff",7,1618,Active
"All Staff",7,1619,Active
"All Staff",7,1620,Active
"All Staff",7,1621,Active
"All Staff",7,1622,Active
"All Staff",7,1623,Active
"All Staff",7,1624,Active
"All Staff",7,1625,Active
"All Staff",7,1626,Active
"All Staff",7,1627,Active
"All Staff",7,1628,Active
"All Staff",7,1629,Active
"All Staff",7,1630,Active
"All Staff",7,1631,Active
"All Staff",7,1632,Active
"All Staff",7,1633,Active
"All Staff",7,1634,Active
"All Staff",7,1635,Active
"All Staff",7,1636,Active
"All Staff",7,1637,Active
"All Staff",7,1638,Active
"All Staff",7,1639,Active
"All Staff",7,1640,Active
"All Staff",7,1641,Active
"All Staff",7,1642,Active
"All Staff",7,1643,Active
"All Staff",7,1644,Active
"All Staff",7,1645,Active
"All Staff",7,1646,Active
"All Staff",7,1647,Active
"All Staff",7,1648,Active
"All Staff",7,1649,Active
"All Staff",7,1650,Active
"All Staff",7,1651,Active
"All Staff",7,1652,Active
"All Staff",7,1653,Active
"All Staff",7,1654,Active
"All Staff",7,1655,Active
"All Staff",7,1656,Active
"All Staff",7,1657,Active
"All Staff",7,1658,Active
"All Staff",7,1659,Active
"All Staff",7,1660,Active
"All Staff",7,1661,Active
"All Staff",7,1662,Active
"All Staff",7,1663,Active
"All Staff",7,1664,Active
"All Staff",7,1665,Active
"All Staff",7,1666,Active
"All Staff",7,1667,Active
"All Staff",7,1668,Active
"All Staff",7,1669,Active
"All Staff",7,1670,Active
"All Staff",7,1671,Active
"All Staff",7,1672,Active
"All Staff",7,1673,Active
"All Staff",7,1674,Active
"All Staff",7,1675,Active
"All Staff",7,1676,Active
"All Staff",7,1677,Active
"All Staff",7,1678,Active
"All Staff",7,1679,Active
"All Staff",7,1680,Active
"All Staff",7,1681,Active
"All Staff",7,1682,Active
"All Staff",7,1683,Active
"All Staff",7,1684,Active
"All Staff",7,1685,Active
"All Staff",7,1686,Active
"All Staff",7,1687,Active
"All Staff",7,1688,Active
"All Staff",7,1689,Active
"All Staff",7,1690,Active
"All Staff",7,1691,Active
"All Staff",7,1692,Active
"All Staff",7,1693,Active
"All Staff",7,1694,Active
"All Staff",7,1695,Active
"All Staff",7,1696,Active
"All Staff",7,1697,Active
"All Staff",7,1698,Active
"All Staff",7,1699,Active
"All Staff",7,1700,Active
"All Staff",7,1701,Active
"All Staff",7,1702,Active
"All Staff",7,1703,Active
"All Staff",7,1704,Active
"All Staff",7,1705,Active
"All Staff",7,1706,Active
"All Staff",7,1707,Active
"All Staff",7,1708,Active
"All Staff",7,1709,Active
"All Staff",7,1710,Active
"All Staff",7,1711,Active
"All Staff",7,1712,Active
"All Staff",7,1713,Active
"All Staff",7,1714,Active
"All Staff",7,1715,Active
"All Staff",7,1716,Active
"All Staff",7,1717,Active
"All Staff",7,1718,Active
"All Staff",7,1719,Active
"All Staff",7,1720,Active
"All Staff",7,1721,Active
"All Staff",7,1722,Active
"All Staff",7,1723,Active
"All Staff",7,1724,Active
"All Staff",7,1725,Active
"All Staff",7,1726,Active
"All Staff",7,1727,Active
"All Staff",7,1728,Active
"All Staff",7,1729,Active
"All Staff",7,1730,Active
"All Staff",7,1731,Active
"All Staff",7,1732,Active
"All Staff",7,1733,Active
"All Staff",7,1734,Active
"All Staff",7,1735,Active
"All Staff",7,1736,Active
"All Staff",7,1737,Active
"All Staff",7,1738,Active
"All Staff",7,1739,Active
"All Staff",7,1740,Active
"All Staff",7,1741,Active
"All Staff",7,1742,Active
"All Staff",7,1743,Active
"All Staff",7,1744,Active
"All Staff",7,1745,Active
"All Staff",7,1746,Active
"All Staff",7,1747,Active
"All Staff",7,1748,Active
"All Staff",7,1749,Active
"All Staff",7,1750,Active
"All Staff",7,1751,Active
"All Staff",7,1752,Active
"All Staff",7,1753,Active
"All Staff",7,1754,Active
"All Staff",7,1755,Active
"All Staff",7,1756,Active
"All Staff",7,1757,Active
"All Staff",7,1758,Active
"All Staff",7,1759,Active
"All Staff",7,1760,Active
"All Staff",7,1761,Active
"All Staff",7,1762,Active
"All Staff",7,1763,Active
"All Staff",7,1764,Active
"All Staff",7,1765,Active
"All Staff",7,1766,Active
"All Staff",7,1767,Active
"All Staff",7,1768,Active
"All Staff",7,1769,Active
"All Staff",7,1770,Active
"All Staff",7,1771,Active
"All Staff",7,1772,Active
"All Staff",7,1773,Active
"All Staff",7,1774,Active
"All Staff",7,1775,Active
"All Staff",7,1776,Active
"All Staff",7,1777,Active
"All Staff",7,1778,Active
"All Staff",7,1779,Active
"All Staff",7,1780,Active
"All Staff",7,1781,Active
"All Staff",7,1782,Active
"All Staff",7,1783,Active
"All Staff",7,1784,Active
"All Staff",7,1785,Active
"All Staff",7,1786,Active
"All Staff",7,1787,Active
"All Staff",7,1788,Active
"All Staff",7,1789,Active
"All Staff",7,1790,Active
"All Staff",7,1791,Active
"All Staff",7,1792,Active
"All Staff",7,1793,Active
"All Staff",7,1794,Active
"All Staff",7,1795,Active
"All Staff",7,1796,Active
"All Staff",7,1797,Active
"All Staff",7,1798,Active
"All Staff",7,1799,Active
"All Staff",7,1800,Active
"All Staff",7,1801,Active
"All Staff",7,1802,Active
"All Staff",7,1803,Active
"All Staff",7,1804,Active
"All Staff",7,1805,Active
"All Staff",7,1806,Active
"All Staff",7,1807,Active
"All Staff",7,1808,Active
"All Staff",7,1809,Active
"All Staff",7,1810,Active
"All Staff",7,1811,Active
"All Staff",7,1812,Active
"All Staff",7,1813,Active
"All Staff",7,1814,Active
"All Staff",7,1815,Active
"All Staff",7,1816,Active
"All Staff",7,1817,Active
"All Staff",7,1818,Active
"All Staff",7,1819,Active
"All Staff",7,1820,Active
"All Staff",7,1821,Active
"All Staff",7,1822,Active
"All Staff",7,1823,Active
"All Staff",7,1824,Active
"All Staff",7,1825,Active
"All Staff",7,1826,Active
"All Staff",7,1827,Active
"All Staff",7,1828,Active
"All Staff",7,1829,Active
"All Staff",7,1830,Active
"All Staff",7,1831,Active
"All Staff",7,1832,Active
"All Staff",7,1833,Active
"All Staff",7,1834,Active
"All Staff",7,1835,Active
"All Staff",7,1836,Active
"All Staff",7,1837,Active
"All Staff",7,1838,Active
"All Staff",7,1839,Active
"All Staff",7,1840,Active
"All Staff",7,1841,Active
"All Staff",7,1842,Active
"All Staff",7,1843,Active
"All Staff",7,1844,Active
"All Staff",7,1845,Active
"All Staff",7,1846,Active
"All Staff",7,1847,Active
"All Staff",7,1848,Active
"All Staff",7,1849,Active
"All Staff",7,1850,Active
"All Staff",7,1851,Active
"All Staff",7,1852,Active
"All Staff",7,1853,Active
"All Staff",7,1854,Active
"All Staff",7,1855,Active
"All Staff",7,1856,Active
"All Staff",7,1857,Active
"All Staff",7,1858,Active
"All Staff",7,1859,Active
"All Staff",7,1860,Active
"All Staff",7,1861,Active
"All Staff",7,1862,Active
"All Staff",7,1863,Active
"All Staff",7,1864,Active
"All Staff",7,1865,Active
"All Staff",7,1866,Active
"All Staff",7,1867,Active
"All Staff",7,1868,Active
"All Staff",7,1869,Active
"All Staff",7,1870,Active
"All Staff",7,1871,Active
"All Staff",7,1872,Active
"All Staff",7,1873,Active
"All Staff",7,1874,Active
"All Staff",7,1875,Active
"All Staff",7,1876,Active
"All Staff",7,1877,Active
"All Staff",7,1878,Active
"All Staff",7,1879,Active
"All Staff",7,1880,Active
"All Staff",7,1881,Active
"All Staff",7,1882,Active
"All Staff",7,1883,Active
"All Staff",7,1884,Active
"All Staff",7,1885,Active
"All Staff",7,1886,Active
"All Staff",7,1887,Active
"All Staff",7,1888,Active
"All Staff",7,1889,Active
"All Staff",7,1890,Active
"All Staff",7,1891,Active
"All Staff",7,1892,Active
"All Staff",7,1893,Active
"All Staff",7,1894,Active
"All Staff",7,1895,Active
"All Staff",7,1896,Active
"All Staff",7,1897,Active
"All Staff",7,1898,Active
"All Staff",7,1899,Active
"All Staff",7,1900,Active
"All Staff",7,1901,Active
"All Staff",7,1902,Active
"All Staff",7,1903,Active
"All Staff",7,1904,Active
"All Staff",7,1905,Active
"All Staff",7,1906,Active
"All Staff",7,1907,Active
"All Staff",7,1908,Active
"All Staff",7,1909,Active
"All Staff",7,1910,Active
"All Staff",7,1911,Active
"All Staff",7,1912,Active
"All Staff",7,1913,Active
"All Staff",7,1914,Active
"All Staff",7,1915,Active
"All Staff",7,1916,Active
"All Staff",7,1917,Active
"All Staff",7,1918,Active
"All Staff",7,1919,Active
"All Staff",7,1920,Active
"All Staff",7,1921,Active
"All Staff",7,1922,Active
"All Staff",7,1923,Active
"All Staff",7,1924,Active
"All Staff",7,1925,Active
"All Staff",7,1926,Active
"All Staff",7,1927,Active
"All Staff",7,1928,Active
"All Staff",7,1929,Active
"All Staff",7,1930,Active
"All Staff",7,1931,Active
"All Staff",7,1932,Active
"All Staff",7,1933,Active
"All Staff",7,1934,Active
"All Staff",7,1935,Active
"All Staff",7,1936,Active
"All Staff",7,1937,Active
"All Staff",7,1938,Active
"All Staff",7,1939,Active
"All Staff",7,1940,Active
"All Staff",7,1941,Active
"All Staff",7,1942,Active
"All Staff",7,1943,Active
"All Staff",7,1944,Active
"All Staff",7,1945,Active
"All Staff",7,1946,Active
"All Staff",7,1947,Active
"All Staff",7,1948,Active
"All Staff",7,1949,Active
"All Staff",7,1950,Active
"All Staff",7,1951,Active
"All Staff",7,1952,Active
"All Staff",7,1953,Active
"All Staff",7,1954,Active
"All Staff",7,1955,Active
"All Staff",7,1956,Active
"All Staff",7,1957,Active
"All Staff",7,1958,Active
"All Staff",7,1959,Active
"All Staff",7,1960,Active
"All Staff",7,1961,Active
"All Staff",7,1962,Active
"All Staff",7,1963,Active
"All Staff",7,1964,Active
"All Staff",7,1965,Active
"All Staff",7,1966,Active
"All Staff",7,1967,Active
"All Staff",7,1968,Active
"All Staff",7,1969,Active
"All Staff",7,1970,Active
"All Staff",7,1971,Active
"All Staff",7,1972,Active
"All Staff",7,1973,Active
"All Staff",7,1974,Active
"All Staff",7,1975,Active
"All Staff",7,1976,Active
"All Staff",7,1977,Active
"All Staff",7,1978,Active
"All Staff",7,1979,Active
"All Staff",7,1980,Active
"All Staff",7,1981,Active
"All Staff",7,1982,Active
"All Staff",7,1983,Active
"All Staff",7,1984,Active
"All Staff",7,1985,Active
"All Staff",7,1986,Active
"All Staff",7,1987,Active
"All Staff",7,1988,Active
"All Staff",7,1989,Active
"All Staff",7,1990,Active
"All Staff",7,1991,Active
"All Staff",7,1992,Active
"All Staff",7,1993,Active
"All Staff",7,1994,Active
"All Staff",7,1995,Active
"All Staff",7,1996,Active
"All Staff",7,1997,Active
"All Staff",7,1998,Active
"All Staff",7,1999,Active
"All Staff",7,2000,Active
"All Staff",7,2001,Active
"All Staff",7,2002,Active
"All Staff",7,2003,Active
"All Staff",7,2004,Active
"All Staff",7,2005,Active
"All Staff",7,2006,Active
